drug_index,disease_index,drug_name,disease_name,path_type,original_relation,nodes,prefix
14807,28547,Epinephrine,Parkinson disease,disease-phenotype-protein-drug,contraindication,"['Parkinson disease', 'Nausea', 'TNF', 'Epinephrine']","Question: Is Parkinson disease an indication for Epinephrine?
Reasoning: The disease Parkinson disease is associated with the phenotype Nausea, which in turn affects the gene TNF. This gene is not targeted by the drug Epinephrine. These connections suggest that Epinephrine may not be effective in treating Parkinson disease.
Answer: NO"
16690,35958,Lisinopril,hemoglobinopathy,disease-protein-drug,indication,"['hemoglobinopathy', 'ACE', 'Lisinopril']","Question: Is hemoglobinopathy an indication for Lisinopril?
Reasoning: The disease hemoglobinopathy is associated with the gene ACE, which is targeted by the drug Lisinopril. These connections suggest that Lisinopril may be effective in treating hemoglobinopathy.
Answer: YES"
14321,33594,Levodopa,diarrheal disease,disease-protein-drug,contraindication,"['diarrheal disease', 'CD14', 'Levodopa']","Question: Is diarrheal disease an indication for Levodopa?
Reasoning: The disease diarrheal disease is associated with the gene CD14, which is not targeted by the drug Levodopa. These connections suggest that Levodopa may not be effective in treating diarrheal disease.
Answer: NO"
14235,29646,Estradiol,hepatocellular carcinoma,disease-phenotype-protein-drug,contraindication,"['hepatocellular carcinoma', 'Hepatomegaly', 'NR1I2', 'Estradiol']","Question: Is hepatocellular carcinoma an indication for Estradiol?
Reasoning: The disease hepatocellular carcinoma is associated with the phenotype Hepatomegaly, which in turn affects the gene NR1I2. This gene is not targeted by the drug Estradiol. These connections suggest that Estradiol may not be effective in treating hepatocellular carcinoma.
Answer: NO"
14317,36286,Captopril,diabetic nephropathy,disease-protein-drug,indication,"['diabetic nephropathy', 'ACE', 'Captopril']","Question: Is diabetic nephropathy an indication for Captopril?
Reasoning: The disease diabetic nephropathy is associated with the gene ACE, which is targeted by the drug Captopril. These connections suggest that Captopril may be effective in treating diabetic nephropathy.
Answer: YES"
14509,29078,Meclofenamic acid,rheumatoid arthritis,disease-protein-drug,indication,"['rheumatoid arthritis', 'PTGS1', 'Meclofenamic acid']","Question: Is rheumatoid arthritis an indication for Meclofenamic acid?
Reasoning: The disease rheumatoid arthritis is associated with the gene PTGS1, which is targeted by the drug Meclofenamic acid. These connections suggest that Meclofenamic acid may be effective in treating rheumatoid arthritis.
Answer: YES"
15836,38059,Telmisartan,cholestasis,disease-protein-drug,contraindication,"['cholestasis', 'ABCC2', 'Telmisartan']","Question: Is cholestasis an indication for Telmisartan?
Reasoning: The disease cholestasis is associated with the gene ABCC2, which is not targeted by the drug Telmisartan. These connections suggest that Telmisartan may not be effective in treating cholestasis.
Answer: NO"
14207,28542,Imatinib,mastocytosis,disease-phenotype-protein-drug,indication,"['mastocytosis', 'Splenomegaly', 'CYP1A2', 'Imatinib']","Question: Is mastocytosis an indication for Imatinib?
Reasoning: The disease mastocytosis is associated with the phenotype Splenomegaly, which in turn affects the gene CYP1A2. This gene is targeted by the drug Imatinib. These connections suggest that Imatinib may be effective in treating mastocytosis.
Answer: YES"
14189,37703,Nortriptyline,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'CYP2D6', 'Nortriptyline']","Question: Is neurotic disorder an indication for Nortriptyline?
Reasoning: The disease neurotic disorder is associated with the gene CYP2D6, which is targeted by the drug Nortriptyline. These connections suggest that Nortriptyline may be effective in treating neurotic disorder.
Answer: YES"
15006,83998,Iloperidone,lingual-facial-buccal dyskinesia,disease-protein-drug,contraindication,"['lingual-facial-buccal dyskinesia', 'DRD2', 'Iloperidone']","Question: Is lingual-facial-buccal dyskinesia an indication for Iloperidone?
Reasoning: The disease lingual-facial-buccal dyskinesia is associated with the gene DRD2, which is not targeted by the drug Iloperidone. These connections suggest that Iloperidone may not be effective in treating lingual-facial-buccal dyskinesia.
Answer: NO"
14275,33621,Doxorubicin,acute lymphoblastic leukemia (disease),disease-protein-drug,indication,"['acute lymphoblastic leukemia (disease)', 'CYP1B1', 'Doxorubicin']","Question: Is acute lymphoblastic leukemia (disease) an indication for Doxorubicin?
Reasoning: The disease acute lymphoblastic leukemia (disease) is associated with the gene CYP1B1, which is targeted by the drug Doxorubicin. These connections suggest that Doxorubicin may be effective in treating acute lymphoblastic leukemia (disease).
Answer: YES"
17437,35895,Metyrosine,small intestine cancer,disease-protein-drug,indication,"['small intestine cancer', 'TH', 'Metyrosine']","Question: Is small intestine cancer an indication for Metyrosine?
Reasoning: The disease small intestine cancer is associated with the gene TH, which is targeted by the drug Metyrosine. These connections suggest that Metyrosine may be effective in treating small intestine cancer.
Answer: YES"
14368,83751,Dronedarone,torsades de pointes,disease-protein-drug,contraindication,"['torsades de pointes', 'SCN5A', 'Dronedarone']","Question: Is torsades de pointes an indication for Dronedarone?
Reasoning: The disease torsades de pointes is associated with the gene SCN5A, which is not targeted by the drug Dronedarone. These connections suggest that Dronedarone may not be effective in treating torsades de pointes.
Answer: NO"
15100,28547,Prochlorperazine,Parkinson disease,disease-phenotype-protein-drug,contraindication,"['Parkinson disease', 'Tremor', 'CYP2D6', 'Prochlorperazine']","Question: Is Parkinson disease an indication for Prochlorperazine?
Reasoning: The disease Parkinson disease is associated with the phenotype Tremor, which in turn affects the gene CYP2D6. This gene is not targeted by the drug Prochlorperazine. These connections suggest that Prochlorperazine may not be effective in treating Parkinson disease.
Answer: NO"
14176,35641,Fluoxetine,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'ALB', 'Fluoxetine']","Question: Is epilepsy an indication for Fluoxetine?
Reasoning: The disease epilepsy is associated with the gene ALB, which is not targeted by the drug Fluoxetine. These connections suggest that Fluoxetine may not be effective in treating epilepsy.
Answer: NO"
20290,35583,"Sodium phosphate, monobasic",phosphorus metabolism disease,disease-protein-drug,contraindication,"['phosphorus metabolism disease', 'SLC34A1', 'Sodium phosphate, monobasic']","Question: Is phosphorus metabolism disease an indication for Sodium phosphate, monobasic?
Reasoning: The disease phosphorus metabolism disease is associated with the gene SLC34A1, which is not targeted by the drug Sodium phosphate, monobasic. These connections suggest that Sodium phosphate, monobasic may not be effective in treating phosphorus metabolism disease.
Answer: NO"
14945,36229,Sorafenib,agranulocytosis,disease-protein-drug,contraindication,"['agranulocytosis', 'UGT1A1', 'Sorafenib']","Question: Is agranulocytosis an indication for Sorafenib?
Reasoning: The disease agranulocytosis is associated with the gene UGT1A1, which is not targeted by the drug Sorafenib. These connections suggest that Sorafenib may not be effective in treating agranulocytosis.
Answer: NO"
14968,30664,Modafinil,X-linked adrenoleukodystrophy,disease-phenotype-protein-drug,indication,"['X-linked adrenoleukodystrophy', 'Seizure', 'ADRA1B', 'Modafinil']","Question: Is X-linked adrenoleukodystrophy an indication for Modafinil?
Reasoning: The disease X-linked adrenoleukodystrophy is associated with the phenotype Seizure, which in turn affects the gene ADRA1B. This gene is targeted by the drug Modafinil. These connections suggest that Modafinil may be effective in treating X-linked adrenoleukodystrophy.
Answer: YES"
15116,83840,Paroxetine,unipolar depression,disease-protein-drug,indication,"['unipolar depression', 'CYP2C9', 'Paroxetine']","Question: Is unipolar depression an indication for Paroxetine?
Reasoning: The disease unipolar depression is associated with the gene CYP2C9, which is targeted by the drug Paroxetine. These connections suggest that Paroxetine may be effective in treating unipolar depression.
Answer: YES"
14161,28651,Olanzapine,monogenic obesity,disease-protein-drug,contraindication,"['monogenic obesity', 'HTR2A', 'Olanzapine']","Question: Is monogenic obesity an indication for Olanzapine?
Reasoning: The disease monogenic obesity is associated with the gene HTR2A, which is not targeted by the drug Olanzapine. These connections suggest that Olanzapine may not be effective in treating monogenic obesity.
Answer: NO"
14156,35641,Amitriptyline,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'OPRD1', 'Amitriptyline']","Question: Is epilepsy an indication for Amitriptyline?
Reasoning: The disease epilepsy is associated with the gene OPRD1, which is not targeted by the drug Amitriptyline. These connections suggest that Amitriptyline may not be effective in treating epilepsy.
Answer: NO"
14220,35915,Apomorphine,mental disorder,disease-protein-drug,contraindication,"['mental disorder', 'HTR2A', 'Apomorphine']","Question: Is mental disorder an indication for Apomorphine?
Reasoning: The disease mental disorder is associated with the gene HTR2A, which is not targeted by the drug Apomorphine. These connections suggest that Apomorphine may not be effective in treating mental disorder.
Answer: NO"
14189,37703,Nortriptyline,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'SLC6A4', 'Nortriptyline']","Question: Is neurotic disorder an indication for Nortriptyline?
Reasoning: The disease neurotic disorder is associated with the gene SLC6A4, which is targeted by the drug Nortriptyline. These connections suggest that Nortriptyline may be effective in treating neurotic disorder.
Answer: YES"
14140,28313,Ziprasidone,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'DRD4', 'Ziprasidone']","Question: Is schizophrenia an indication for Ziprasidone?
Reasoning: The disease schizophrenia is associated with the gene DRD4, which is targeted by the drug Ziprasidone. These connections suggest that Ziprasidone may be effective in treating schizophrenia.
Answer: YES"
18036,33575,Bacitracin,diabetes mellitus (disease),disease-protein-drug,contraindication,"['diabetes mellitus (disease)', 'MIR1908', 'Bacitracin']","Question: Is diabetes mellitus (disease) an indication for Bacitracin?
Reasoning: The disease diabetes mellitus (disease) is associated with the gene MIR1908, which is not targeted by the drug Bacitracin. These connections suggest that Bacitracin may not be effective in treating diabetes mellitus (disease).
Answer: NO"
14543,35641,Desipramine,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'HTR1A', 'Desipramine']","Question: Is epilepsy an indication for Desipramine?
Reasoning: The disease epilepsy is associated with the gene HTR1A, which is not targeted by the drug Desipramine. These connections suggest that Desipramine may not be effective in treating epilepsy.
Answer: NO"
14207,39498,Imatinib,systemic mastocytosis,disease-protein-drug,indication,"['systemic mastocytosis', 'KIT', 'Imatinib']","Question: Is systemic mastocytosis an indication for Imatinib?
Reasoning: The disease systemic mastocytosis is associated with the gene KIT, which is targeted by the drug Imatinib. These connections suggest that Imatinib may be effective in treating systemic mastocytosis.
Answer: YES"
