phenotype_index,disease_index,drug_index,drug_name,drug_type,disease_name,disease_type,phenotype_name,phenotype_type
23113,28801,15493,Bromocriptine,drug,juvenile onset Parkinson disease 19A,disease,Hallucinations,effect/phenotype
23113,28801,16842,Pramipexole,drug,juvenile onset Parkinson disease 19A,disease,Hallucinations,effect/phenotype
23113,28801,15291,Ropinirole,drug,juvenile onset Parkinson disease 19A,disease,Hallucinations,effect/phenotype
23113,28801,15138,Selegiline,drug,juvenile onset Parkinson disease 19A,disease,Hallucinations,effect/phenotype
23113,28801,16054,Trihexyphenidyl,drug,juvenile onset Parkinson disease 19A,disease,Hallucinations,effect/phenotype
23113,28801,15193,Rotigotine,drug,juvenile onset Parkinson disease 19A,disease,Hallucinations,effect/phenotype
23113,28801,15333,Rasagiline,drug,juvenile onset Parkinson disease 19A,disease,Hallucinations,effect/phenotype
23113,28801,14806,Entacapone,drug,juvenile onset Parkinson disease 19A,disease,Hallucinations,effect/phenotype
23113,28801,15772,Tolcapone,drug,juvenile onset Parkinson disease 19A,disease,Hallucinations,effect/phenotype
22675,28801,15772,Tolcapone,drug,juvenile onset Parkinson disease 19A,disease,Intellectual disability,effect/phenotype
23101,28801,14830,Amantadine,drug,juvenile onset Parkinson disease 19A,disease,Tremor,effect/phenotype
23101,28801,16842,Pramipexole,drug,juvenile onset Parkinson disease 19A,disease,Tremor,effect/phenotype
23101,28801,15291,Ropinirole,drug,juvenile onset Parkinson disease 19A,disease,Tremor,effect/phenotype
23101,28801,15138,Selegiline,drug,juvenile onset Parkinson disease 19A,disease,Tremor,effect/phenotype
23101,28801,15193,Rotigotine,drug,juvenile onset Parkinson disease 19A,disease,Tremor,effect/phenotype
23101,28801,15333,Rasagiline,drug,juvenile onset Parkinson disease 19A,disease,Tremor,effect/phenotype
23101,28801,14806,Entacapone,drug,juvenile onset Parkinson disease 19A,disease,Tremor,effect/phenotype
23101,28801,15772,Tolcapone,drug,juvenile onset Parkinson disease 19A,disease,Tremor,effect/phenotype
22457,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Peripheral neuropathy,effect/phenotype
22939,28811,20239,Penicillamine,drug,cystinuria,disease,Renal insufficiency,effect/phenotype
23153,28780,17174,Rivastigmine,drug,Alzheimer disease,disease,Parkinsonism,effect/phenotype
84384,28851,14196,Propranolol,drug,Kasabach-Merritt syndrome,disease,Hyperkalemia,effect/phenotype
24342,28869,16512,Pegaptanib,drug,macular degeneration,disease,Macular degeneration,effect/phenotype
22447,28899,14325,Clomipramine,drug,obsessive-compulsive disorder,disease,Anxiety,effect/phenotype
22447,28899,14176,Fluoxetine,drug,obsessive-compulsive disorder,disease,Anxiety,effect/phenotype
22447,28899,15073,Fluvoxamine,drug,obsessive-compulsive disorder,disease,Anxiety,effect/phenotype
22447,28899,15116,Paroxetine,drug,obsessive-compulsive disorder,disease,Anxiety,effect/phenotype
22447,28899,14299,Sertraline,drug,obsessive-compulsive disorder,disease,Anxiety,effect/phenotype
26674,27219,14208,Testosterone,drug,hypogonadotropic hypogonadism with or without anosmia,disease,Osteoporosis,effect/phenotype
23153,28974,15493,Bromocriptine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Parkinsonism,effect/phenotype
23153,28974,16842,Pramipexole,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Parkinsonism,effect/phenotype
23153,28974,15291,Ropinirole,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Parkinsonism,effect/phenotype
23153,28974,14806,Entacapone,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Parkinsonism,effect/phenotype
84357,28974,15138,Selegiline,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Bradykinesia,effect/phenotype
23000,28974,14830,Amantadine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Seizure,effect/phenotype
23000,28974,15493,Bromocriptine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Seizure,effect/phenotype
23000,28974,16842,Pramipexole,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Seizure,effect/phenotype
23000,28974,15291,Ropinirole,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Seizure,effect/phenotype
23000,28974,15138,Selegiline,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Seizure,effect/phenotype
23000,28974,15333,Rasagiline,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Seizure,effect/phenotype
23000,28974,14806,Entacapone,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Seizure,effect/phenotype
23135,28974,14830,Amantadine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dysarthria,effect/phenotype
23135,28974,16842,Pramipexole,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dysarthria,effect/phenotype
23135,28974,15333,Rasagiline,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dysarthria,effect/phenotype
23096,28974,14830,Amantadine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dyskinesia,effect/phenotype
23096,28974,14220,Apomorphine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dyskinesia,effect/phenotype
23096,28974,15493,Bromocriptine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dyskinesia,effect/phenotype
23096,28974,16842,Pramipexole,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dyskinesia,effect/phenotype
23096,28974,15291,Ropinirole,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dyskinesia,effect/phenotype
23096,28974,15138,Selegiline,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dyskinesia,effect/phenotype
23096,28974,15193,Rotigotine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dyskinesia,effect/phenotype
23096,28974,15333,Rasagiline,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dyskinesia,effect/phenotype
23096,28974,14806,Entacapone,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dyskinesia,effect/phenotype
23096,28974,15772,Tolcapone,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dyskinesia,effect/phenotype
22442,28974,16842,Pramipexole,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dementia,effect/phenotype
22442,28974,15291,Ropinirole,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dementia,effect/phenotype
22442,28974,15138,Selegiline,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dementia,effect/phenotype
22442,28974,15333,Rasagiline,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Dementia,effect/phenotype
22675,28974,15772,Tolcapone,drug,early-onset parkinsonism-intellectual disability syndrome,disease,Intellectual disability,effect/phenotype
22323,27292,20239,Penicillamine,drug,glycogen storage disease,disease,Muscle weakness,effect/phenotype
22398,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Behavioral abnormality,effect/phenotype
23157,29034,15218,Phenylbutyric acid,drug,hyperammonemia due to N-acetylglutamate synthase deficiency,disease,Vomiting,effect/phenotype
84362,29061,16572,Leuprolide,drug,endometriosis of uterus,disease,Dysmenorrhea,effect/phenotype
84362,29061,14685,Progesterone,drug,endometriosis of uterus,disease,Dysmenorrhea,effect/phenotype
84362,29061,14203,Medroxyprogesterone acetate,drug,endometriosis of uterus,disease,Dysmenorrhea,effect/phenotype
84362,29061,16468,Goserelin,drug,endometriosis of uterus,disease,Dysmenorrhea,effect/phenotype
84874,29078,14028,Hydrocortisone,drug,rheumatoid arthritis,disease,Joint swelling,effect/phenotype
84874,29078,14242,Meloxicam,drug,rheumatoid arthritis,disease,Joint swelling,effect/phenotype
84874,29078,14600,Rofecoxib,drug,rheumatoid arthritis,disease,Joint swelling,effect/phenotype
85550,29078,20239,Penicillamine,drug,rheumatoid arthritis,disease,Elevated erythrocyte sedimentation rate,effect/phenotype
24045,29078,14934,Cyclosporine,drug,rheumatoid arthritis,disease,Rheumatoid arthritis,effect/phenotype
24045,29078,14061,Diclofenac,drug,rheumatoid arthritis,disease,Rheumatoid arthritis,effect/phenotype
24045,29078,14242,Meloxicam,drug,rheumatoid arthritis,disease,Rheumatoid arthritis,effect/phenotype
25620,29078,14238,Naproxen,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,15101,Celecoxib,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14934,Cyclosporine,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14320,Dexamethasone,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14019,Betamethasone,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14061,Diclofenac,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14062,Diflunisal,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14227,Etodolac,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14197,Fenoprofen,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14028,Hydrocortisone,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14347,Hydroxychloroquine,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14287,Ibuprofen,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14419,Dexibuprofen,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14158,Indomethacin,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14278,Ketoprofen,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,15324,Leflunomide,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14509,Meclofenamic acid,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14242,Meloxicam,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14194,Methotrexate,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14269,Methylprednisolone,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14175,Nabumetone,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14024,Prednisone,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14600,Rofecoxib,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14204,Sulindac,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,15989,Tiaprofenic acid,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
25620,29078,14023,Triamcinolone,drug,rheumatoid arthritis,disease,Fatigue,effect/phenotype
23901,29078,14238,Naproxen,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,15781,Acetylsalicylic acid,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,14273,Azathioprine,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,15101,Celecoxib,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,14934,Cyclosporine,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,14061,Diclofenac,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,14227,Etodolac,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,14287,Ibuprofen,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,14419,Dexibuprofen,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,15324,Leflunomide,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,14242,Meloxicam,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,14194,Methotrexate,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,14269,Methylprednisolone,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,20239,Penicillamine,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,14024,Prednisone,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,14600,Rofecoxib,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,14204,Sulindac,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,15860,Sodium aurothiomalate,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
23901,29078,15982,Sulfasalazine,drug,rheumatoid arthritis,disease,Arthralgia,effect/phenotype
22952,29078,14238,Naproxen,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14273,Azathioprine,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,15101,Celecoxib,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14934,Cyclosporine,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14320,Dexamethasone,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14019,Betamethasone,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14061,Diclofenac,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14062,Diflunisal,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14227,Etodolac,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14197,Fenoprofen,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14219,Flurbiprofen,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14028,Hydrocortisone,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14347,Hydroxychloroquine,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14158,Indomethacin,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,15324,Leflunomide,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14242,Meloxicam,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14194,Methotrexate,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14175,Nabumetone,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,15984,Oxaprozin,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,20239,Penicillamine,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14024,Prednisone,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14600,Rofecoxib,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14204,Sulindac,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14183,Tolmetin,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14023,Triamcinolone,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,15860,Sodium aurothiomalate,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,15982,Sulfasalazine,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
22952,29078,14191,Piroxicam,drug,rheumatoid arthritis,disease,Fever,effect/phenotype
23956,29078,14238,Naproxen,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,14273,Azathioprine,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,15101,Celecoxib,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,14320,Dexamethasone,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,14019,Betamethasone,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,14061,Diclofenac,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,14227,Etodolac,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,14219,Flurbiprofen,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,14028,Hydrocortisone,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,14287,Ibuprofen,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,14419,Dexibuprofen,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,14158,Indomethacin,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,15324,Leflunomide,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,14242,Meloxicam,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,14194,Methotrexate,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,14269,Methylprednisolone,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,14175,Nabumetone,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
23956,29078,15984,Oxaprozin,drug,rheumatoid arthritis,disease,Vasculitis,effect/phenotype
