drug_index,disease_index,related_phenotypes,related_proteins,drug_name,drug_type,disease_name,disease_type
15210,37180,[33728],"[6144, 34295, 3078, 5137, 2585, 1050, 29, 1567, 4640, 33, 22058, 7214, 4155, 8256, 6729, 8269, 3666, 3679, 7267, 6244, 8805, 2151, 1139, 8821, 5248, 4227, 5259, 2712, 33949, 2722, 6845, 2242, 211, 225, 4323, 8428, 2797, 5871, 10993, 12028, 2818, 11013, 4360, 6926, 11542, 2329, 282, 293, 3879, 13097, 5938, 7489, 13122, 2889, 4941, 2381, 4959, 34658, 8035, 34659, 4968, 361, 13161, 8556, 2417, 373, 375, 2429, 11136, 4993, 389, 34182, 11143, 4497, 3474, 11174, 2983, 10154, 4010, 3516, 959, 1987, 7110, 2515, 5078, 21977, 476, 4063, 12255, 21989, 1004, 5101, 12791, 3581, 1534]",Mepyramine,drug,myocardial infarction (disease),disease
15492,27476,"[87360, 22585, 26180, 22966]","[3181, 35280, 2329, 8733, 13214]",Estramustine,drug,Gilbert syndrome,disease
20289,32629,"[22530, 22788, 24199, 23560, 22682, 23179, 24143, 23057, 23417, 22488, 22585, 22522, 25501]","[22017, 9, 15, 8215, 1567, 34848, 34849, 34850, 34851, 34852, 34853, 34854, 34855, 34856, 34857, 34858, 2605, 10802, 6707, 1079, 5694, 33858, 2123, 3150, 11857, 5720, 13409, 9826, 8805, 3176, 3181, 12922, 33920, 4226, 33924, 33931, 2189, 11423, 5792, 6817, 8355, 1699, 4778, 11951, 6836, 7353, 11963, 4804, 197, 12484, 10441, 7888, 7895, 1760, 10464, 1770, 2797, 8441, 12539, 3841, 772, 8458, 12055, 2329, 4890, 6944, 8481, 6434, 10021, 9001, 10037, 3384, 7482, 10556, 3390, 1874, 12119, 12120, 4968, 4977, 5489, 3955, 373, 4986, 11134, 13698, 1928, 3978, 417, 2978, 4012, 7084, 13230, 434, 12729, 6073, 8637, 2498, 34250, 13259, 34252, 34253, 34762, 34258, 34262, 34268, 13281, 34280, 34283, 34290, 500, 34293]",Clavulanic acid,drug,familial intrahepatic cholestasis,disease
17256,27503,"[23832, 23934, 25944, 26180, 23458, 22759, 25672, 22827, 22828, 25805, 25201, 84369, 23000, 24219, 90076, 22846, 33727]","[3721, 4497, 34963, 11283, 1173, 7198, 163, 172, 941, 10798, 1968, 10417, 61, 2493, 22090, 8919, 9448, 11497, 8556]",Chlorcyclizine,drug,catecholaminergic polymorphic ventricular tachycardia,disease
14235,29614,"[26674, 22759]","[3712, 3457, 11136, 10372, 7815, 10, 5514, 2700, 1676, 12556, 527, 5392, 273, 9234, 4114, 788, 405, 8597, 789, 2329, 1691, 10654, 1567, 13086, 3233, 2984, 10923, 303, 310, 7481, 6848, 2756, 7621, 11846, 6855, 2889, 970, 1869, 7117, 5454, 1874, 852, 1751, 1495, 1112, 10206, 4959, 1760, 2017, 226, 10847, 4576, 1894, 9320, 3434, 5226, 1004, 9965, 2797, 4079, 22000, 34678, 10743, 2169, 5886, 9855]",Estradiol,drug,osteoporosis,disease
20349,29113,"[22497, 26180, 22951, 22759, 86572, 22483, 25308]","[5124, 3078, 7688, 7568, 4497, 7059, 7958, 2329, 6428, 6684, 1567, 35105, 34082, 35106, 12454, 3495, 2983, 1705, 679, 7083, 3887, 1592, 7489, 13122, 6598, 13257, 6985, 21961, 2384, 12881, 8531, 8277, 213, 5720, 4184, 7384, 729, 4579, 8428, 2797, 4468, 12663, 7801, 9723, 7036]",Methyl salicylate,drug,diabetic ketoacidosis,disease
15260,31395,"[85561, 24585, 22759]","[2641, 6154, 3932, 12537]",Dexchlorpheniramine,drug,benign prostatic hyperplasia (disease),disease
15015,27933,"[22759, 22447]","[8192, 10257, 22, 6175, 33, 2082, 2096, 6195, 4152, 4156, 10319, 4186, 2148, 6244, 10346, 111, 2163, 4213, 4221, 125, 8317, 4232, 138, 12431, 154, 2225, 6329, 6330, 188, 194, 2248, 12489, 2258, 213, 4315, 10460, 2269, 12510, 10470, 235, 236, 2288, 4340, 249, 8441, 4347, 4358, 12555, 4366, 272, 6418, 6424, 2329, 6428, 286, 6435, 6440, 4401, 2363, 321, 10563, 4420, 4425, 8527, 2384, 4437, 4446, 2401, 6497, 357, 361, 363, 4468, 373, 375, 10619, 2429, 6529, 389, 390, 2443, 4497, 2450, 12691, 2452, 10654, 2467, 2472, 8620, 4526, 431, 10674, 10675, 10677, 439, 2497, 452, 2504, 457, 6606, 4566, 471, 6627, 2533, 10731, 8684, 497, 4599, 2551, 10744, 509, 2557, 4608, 12805, 4620, 10771, 532, 2579, 2585, 8733, 2591, 554, 8747, 557, 10804, 8757, 10805, 12856, 2617, 6715, 8766, 578, 587, 594, 10835, 6739, 611, 8805, 2665, 2672, 4732, 6782, 8832, 2688, 2692, 6792, 4757, 665, 2719, 4769, 681, 683, 2744, 4796, 6848, 10944, 2754, 4818, 729, 2789, 743, 4839, 4842, 749, 2797, 8946, 4859, 4875, 11020, 6926, 2833, 4883, 6940, 799, 8999, 13097, 11049, 4910, 2870, 11065, 9021, 837, 9029, 2889, 9054, 4959, 864, 866, 2915, 4969, 7019, 882, 9075, 4985, 2938, 7034, 7036, 11136, 902, 5000, 907, 7059, 2965, 918, 5018, 11165, 928, 2978, 2981, 936, 11179, 7096, 3004, 5065, 11214, 11215, 11216, 7123, 982, 13271, 13276, 9181, 994, 13289, 9196, 1004, 5100, 1007, 5103, 1012, 11253, 1014, 7161, 33789, 13313, 33797, 7177, 5129, 7180, 33804, 11282, 9234, 7188, 1048, 33820, 5149, 1057, 3111, 33835, 1069, 7214, 33840, 1073, 33845, 33846, 5176, 13370, 33851, 1084, 33861, 1094, 1098, 33870, 33878, 3176, 5227, 33900, 33901, 33902, 33903, 33904, 33905, 33906, 33907, 33908, 33909, 33910, 33911, 11384, 33912, 33913, 33915, 9340, 33914, 33916, 3199, 5248, 33917, 3194, 3211, 1171, 9369, 9373, 1190, 13498, 5306, 7359, 13504, 3265, 13509, 1228, 11482, 9437, 13534, 1246, 34030, 13552, 5361, 3330, 11523, 13571, 9487, 3344, 1298, 13589, 7451, 1311, 1312, 7466, 5422, 3378, 5429, 5432, 7489, 1350, 9543, 3400, 7497, 5453, 5454, 7505, 3417, 7517, 11614, 1373, 9570, 3426, 9604, 3465, 3466, 11659, 1422, 1424, 13718, 3495, 13751, 5563, 1475, 3526, 21961, 13771, 9679, 21972, 7641, 21978, 13790, 3552, 21984, 13800, 5610, 34286, 13807, 21999, 3567, 22004, 1530, 1538, 1558, 22039, 11800, 22043, 1567, 7716, 1581, 5679, 11830, 5692, 1598, 5694, 22080, 22092, 11857, 3669, 9815, 5720, 5739, 11886, 11888, 1650, 7801, 7802, 1659, 1661, 7809, 7818, 9870, 11920, 9874, 1687, 34459, 1692, 9889, 3749, 7849, 14002, 1722, 9916, 11967, 7880, 9929, 3785, 7890, 1748, 11992, 1760, 9968, 5877, 5889, 7947, 1810, 7955, 5915, 12064, 34592, 5925, 3878, 1831, 34601, 3883, 1836, 10035, 1848, 7993, 10047, 34630, 1863, 8008, 34631, 34632, 5963, 34633, 34634, 10062, 34635, 34636, 1873, 34637, 34638, 1876, 34639, 12120, 3932, 3945, 10093, 10115, 12165, 8070, 1927, 1928, 3980, 3982, 8080, 3989, 1953, 1968, 1970, 10164, 4026, 8130, 8136, 12236, 1996, 12238, 2003, 6108, 10215, 6120, 6129, 13430, 2043, 6140]",Armodafinil,drug,anxiety disorder,disease
16062,30035,"[25308, 90791]","[8192, 34820, 34821, 8198, 12295, 34822, 2057, 34823, 34824, 34825, 34826, 34827, 15, 12304, 34828, 34829, 34830, 8212, 34831, 22, 34832, 8216, 34833, 12315, 29, 6175, 8230, 43, 2096, 10293, 4151, 6199, 4152, 61, 4171, 6220, 12367, 4175, 2134, 2143, 6244, 2151, 10346, 4213, 4215, 125, 4221, 2188, 144, 178, 6328, 6329, 12479, 12482, 197, 2248, 12489, 12510, 2277, 6374, 10470, 2281, 8437, 8439, 248, 12537, 12538, 10491, 12539, 10495, 8454, 8464, 4369, 6418, 2322, 35088, 10518, 6424, 12571, 6428, 8476, 286, 287, 6440, 12586, 8497, 6453, 6457, 10556, 10559, 321, 12611, 4420, 4425, 2379, 2387, 12629, 341, 2396, 2398, 2401, 363, 12653, 4468, 375, 381, 12671, 4480, 6529, 389, 390, 4489, 6541, 12691, 2452, 10645, 10654, 418, 2472, 10667, 12724, 4536, 2499, 452, 457, 4554, 4566, 4582, 492, 4593, 10744, 4601, 509, 8702, 6657, 4618, 4620, 10764, 526, 527, 525, 10771, 532, 8726, 6679, 2591, 6691, 8747, 560, 10805, 587, 8781, 4686, 10833, 10835, 6739, 6740, 610, 2672, 12915, 8829, 8832, 12931, 2692, 647, 6792, 12937, 8855, 6808, 4760, 666, 676, 2741, 4794, 12987, 4814, 4815, 13024, 2789, 744, 8936, 748, 2797, 6898, 10997, 8960, 11011, 2820, 2825, 13075, 8979, 799, 11043, 8999, 13097, 4909, 4910, 6964, 11062, 11066, 13115, 9021, 4932, 9029, 4937, 4941, 13147, 7006, 864, 866, 9060, 11123, 11136, 11147, 5009, 2966, 5018, 2983, 11179, 2992, 11185, 9148, 13248, 7110, 5063, 968, 5065, 974, 11215, 983, 985, 9180, 11235, 5092, 11239, 9196, 1004, 5100, 1012, 5109, 1014, 11253, 13309, 13313, 5122, 11267, 3080, 5130, 33805, 13330, 33818, 3100, 1057, 5156, 11301, 3111, 13355, 1069, 33840, 33851, 33856, 1089, 33867, 1101, 33870, 33885, 7266, 7267, 5228, 13423, 3199, 1151, 5256, 1162, 13457, 33938, 11412, 9373, 3235, 33955, 33956, 13479, 5292, 33964, 9399, 5306, 3259, 7359, 33985, 1228, 34005, 11479, 1246, 34026, 34027, 34028, 34029, 34030, 34031, 34032, 34033, 34034, 34035, 34036, 34037, 34038, 34039, 34040, 34041, 34042, 34043, 34044, 34045, 34046, 13560, 11523, 1289, 5388, 9487, 3344, 11536, 11539, 9500, 11548, 1311, 1312, 1320, 7466, 3379, 5429, 1335, 3384, 5439, 7490, 7497, 1357, 5454, 13647, 7506, 9558, 3417, 1373, 9574, 1385, 5491, 13688, 7546, 34176, 5507, 3465, 5513, 3466, 3474, 1428, 13718, 9640, 7615, 1475, 1480, 9679, 21972, 1497, 11738, 1503, 13800, 13807, 34290, 9718, 11768, 5624, 11771, 5638, 22024, 13841, 22038, 22039, 5655, 22043, 1567, 11808, 7716, 22057, 3628, 5677, 22068, 13877, 13878, 34358, 3648, 7747, 1605, 22092, 34382, 11857, 7764, 5720, 13915, 3688, 11881, 1650, 13939, 7801, 1658, 1659, 1665, 34434, 5765, 13987, 3764, 9915, 3774, 7877, 9929, 11978, 11992, 5856, 1760, 3812, 1770, 5877, 1785, 34553, 34555, 1798, 1803, 1810, 7955, 7968, 3879, 1836, 7981, 7986, 34612, 1850, 3901, 10047, 34629, 1863, 1866, 5963, 8013, 10062, 10066, 1876, 10074, 3932, 8029, 34654, 1887, 10084, 10093, 1908, 10102, 12166, 1927, 1929, 3980, 12173, 10129, 34722, 4003, 34723, 34724, 34725, 34726, 34727, 34728, 10154, 34729, 34730, 8109, 34731, 34732, 34733, 34734, 34735, 34736, 10164, 34737, 1968, 4023, 4026, 8130, 8136, 6090, 12236, 1996, 12238, 2001, 2002, 4063, 10215, 34792, 34793, 10218, 2027]",Homatropine methylbromide,drug,substance abuse/dependence,disease
14838,32408,"[23488, 23937, 24484, 23303, 23593, 23531, 26545, 84852, 22837, 22998, 23481, 22522]","[5915, 7299, 8038, 2889, 6122, 3212, 13580, 7983, 341, 2808, 2298, 34459]",Succinylcholine,drug,Duchenne and Becker muscular dystrophy,disease
14838,32689,"[85504, 87649, 85634, 23203, 87650, 85282, 85606, 87624, 22824, 86666, 89101, 84909, 87632, 89397, 24312, 87644]","[7299, 8038, 6122, 3212, 7983, 341, 2298, 34459]",Succinylcholine,drug,nebulin-related early-onset distal myopathy,disease
15442,28082,"[22788, 85060, 26180, 23973, 22952, 22250, 22124, 24143, 33751, 85561, 23230]",[2075],Dicloxacillin,drug,chronic Epstein-Barr virus infection syndrome,disease
14270,29061,"[84362, 22180, 84886, 22759]","[8192, 13313, 11267, 5640, 8205, 2576, 1557, 22, 9239, 5155, 10285, 5679, 2621, 3135, 2111, 22088, 1097, 2633, 587, 8267, 6217, 1611, 7754, 22090, 4170, 4176, 10322, 1108, 5720, 22106, 102, 10346, 5740, 625, 1650, 2675, 4212, 13430, 9340, 125, 5248, 12420, 4748, 141, 668, 5277, 2718, 3233, 1700, 1704, 9898, 683, 5807, 34480, 2749, 1216, 2756, 7382, 3800, 7898, 735, 8415, 34017, 227, 12519, 8432, 2289, 4337, 10993, 12537, 4347, 10492, 6398, 3839, 4358, 4872, 3849, 5388, 2318, 271, 3346, 2837, 9494, 8988, 285, 8477, 1319, 1832, 9003, 1836, 5932, 5422, 6959, 2863, 3373, 12077, 13103, 2356, 9527, 34619, 13628, 3901, 2366, 6469, 9543, 4425, 11084, 34648, 7513, 34649, 34650, 3932, 1373, 862, 4446, 10592, 8540, 11617, 34651, 34652, 34653, 34654, 12653, 9076, 7032, 5500, 892, 5502, 12165, 9094, 7047, 4488, 12682, 3471, 7056, 3472, 8092, 1953, 5542, 2983, 12202, 13740, 9133, 9138, 11703, 7105, 1987, 34244, 2503, 13774, 8662, 12255, 992, 7140, 21990, 4585, 9196, 502, 22007, 509, 1535]",Ethinylestradiol,drug,endometriosis of uterus,disease
17232,30035,"[25308, 90791]","[8192, 34820, 34821, 8198, 12295, 34822, 2057, 34823, 34824, 34825, 34826, 34827, 15, 12304, 34828, 34829, 34830, 8212, 34831, 22, 34832, 8216, 34833, 12315, 29, 6175, 8230, 43, 2096, 10293, 4151, 6199, 4152, 61, 4171, 6220, 12367, 4175, 2134, 2143, 6244, 2151, 10346, 4213, 4215, 125, 4221, 2188, 144, 178, 6328, 6329, 12479, 12482, 197, 2248, 12489, 12510, 2277, 6374, 10470, 2281, 8437, 8439, 248, 12537, 12538, 10491, 12539, 10495, 8454, 8464, 4369, 6418, 2322, 35088, 10518, 6424, 12571, 6428, 8476, 286, 287, 6440, 12586, 8497, 6453, 6457, 10556, 10559, 321, 12611, 4420, 4425, 2379, 2387, 12629, 341, 2396, 2398, 2401, 363, 12653, 4468, 375, 381, 12671, 4480, 6529, 389, 390, 4489, 6541, 12691, 2452, 10645, 10654, 418, 2472, 10667, 12724, 4536, 2499, 452, 457, 4554, 4566, 4582, 492, 4593, 10744, 4601, 509, 8702, 6657, 4618, 4620, 10764, 526, 527, 525, 10771, 532, 8726, 6679, 2591, 6691, 8747, 560, 10805, 587, 8781, 4686, 10833, 10835, 6739, 6740, 610, 2672, 12915, 8829, 8832, 12931, 2692, 647, 6792, 12937, 8855, 6808, 4760, 666, 676, 2741, 4794, 12987, 4814, 4815, 13024, 2789, 744, 8936, 748, 2797, 6898, 10997, 8960, 11011, 2820, 2825, 13075, 8979, 799, 11043, 8999, 13097, 4909, 4910, 6964, 11062, 11066, 13115, 9021, 4932, 9029, 4937, 4941, 13147, 7006, 864, 866, 9060, 11123, 11136, 11147, 5009, 2966, 5018, 2983, 11179, 2992, 11185, 9148, 13248, 7110, 5063, 968, 5065, 974, 11215, 983, 985, 9180, 11235, 5092, 11239, 9196, 1004, 5100, 1012, 5109, 1014, 11253, 13309, 13313, 5122, 11267, 3080, 5130, 33805, 13330, 33818, 3100, 1057, 5156, 11301, 3111, 13355, 1069, 33840, 33851, 33856, 1089, 33867, 1101, 33870, 33885, 7266, 7267, 5228, 13423, 3199, 1151, 5256, 1162, 13457, 33938, 11412, 9373, 3235, 33955, 33956, 13479, 5292, 33964, 9399, 5306, 3259, 7359, 33985, 1228, 34005, 11479, 1246, 34026, 34027, 34028, 34029, 34030, 34031, 34032, 34033, 34034, 34035, 34036, 34037, 34038, 34039, 34040, 34041, 34042, 34043, 34044, 34045, 34046, 13560, 11523, 1289, 5388, 9487, 3344, 11536, 11539, 9500, 11548, 1311, 1312, 1320, 7466, 3379, 5429, 1335, 3384, 5439, 7490, 7497, 1357, 5454, 13647, 7506, 9558, 3417, 1373, 9574, 1385, 5491, 13688, 7546, 34176, 5507, 3465, 5513, 3466, 3474, 1428, 13718, 9640, 7615, 1475, 1480, 9679, 21972, 1497, 11738, 1503, 13800, 13807, 34290, 9718, 11768, 5624, 11771, 5638, 22024, 13841, 22038, 22039, 5655, 22043, 1567, 11808, 7716, 22057, 3628, 5677, 22068, 13877, 13878, 34358, 3648, 7747, 1605, 22092, 34382, 11857, 7764, 5720, 13915, 3688, 11881, 1650, 13939, 7801, 1658, 1659, 1665, 34434, 5765, 13987, 3764, 9915, 3774, 7877, 9929, 11978, 11992, 5856, 1760, 3812, 1770, 5877, 1785, 34553, 34555, 1798, 1803, 1810, 7955, 7968, 3879, 1836, 7981, 7986, 34612, 1850, 3901, 10047, 34629, 1863, 1866, 5963, 8013, 10062, 10066, 1876, 10074, 3932, 8029, 34654, 1887, 10084, 10093, 1908, 10102, 12166, 1927, 1929, 3980, 12173, 10129, 34722, 4003, 34723, 34724, 34725, 34726, 34727, 34728, 10154, 34729, 34730, 8109, 34731, 34732, 34733, 34734, 34735, 34736, 10164, 34737, 1968, 4023, 4026, 8130, 8136, 6090, 12236, 1996, 12238, 2001, 2002, 4063, 10215, 34792, 34793, 10218, 2027]",Triprolidine,drug,substance abuse/dependence,disease
14543,27326,"[89225, 94223, 26257, 84369, 94225, 84887, 23833, 23834, 88859, 22827, 22828, 23728, 22846, 25672, 22859, 84940, 22759, 86141, 25469, 23934]","[7177, 9233, 34962, 7198, 1968, 177, 10417, 35250, 945, 61, 1221, 201, 4447, 1760, 2784, 11497, 10608, 242, 9466, 3967]",Desipramine,drug,long QT syndrome,disease
20345,32928,"[91399, 22536, 87306, 85002, 84878, 87315, 22934, 85401, 24475, 24479, 23844, 22180, 84774, 22949, 22952, 22953, 23079, 22699, 24492, 23855, 90800, 26162, 85174, 23863, 84920, 84409, 22585, 22713, 23097, 23103, 33727, 24520, 84424, 84425, 22735, 85204, 84694, 84695, 23000, 23129, 25944, 25310, 23013, 89319, 24305, 23157]","[8579, 902, 7957, 8470, 1943, 2329, 8733, 3761, 186, 4676, 4941, 591, 2383, 213, 4694, 4315, 2400, 1760, 6885, 2920, 1897, 10221, 5488, 8946]",Metaxalone,drug,acute liver failure,disease
14223,31524,"[89171, 22759]","[10649, 12489, 7982]",Risperidone,drug,postural orthostatic tachycardia syndrome,disease
17428,33656,"[23281, 84387]","[3712, 1760, 11846, 13575, 9320, 12332, 12079, 22000, 11665, 4114, 12371, 789, 2329, 6492, 574, 1567]",Etidronic acid,drug,hypercalcemia disease,disease
14387,32617,"[24224, 24237, 24212, 89142, 24573]","[4096, 2050, 34194, 2057, 8201, 11, 13, 4112, 8210, 8214, 22, 25, 26, 2075, 4123, 6175, 12320, 12319, 6178, 10276, 12325, 6181, 34200, 4136, 4137, 2090, 43, 10285, 2094, 6193, 50, 10292, 34203, 2102, 4151, 2104, 6201, 4153, 4152, 2108, 54, 6206, 8250, 10304, 12347, 34204, 12355, 68, 34205, 34206, 67, 6216, 34207, 34882, 34883, 34884, 4174, 34208, 80, 2131, 34209, 86, 34210, 34211, 34212, 4195, 10340, 2147, 10343, 6248, 2151, 6250, 106, 108, 6251, 4206, 2163, 116, 2164, 125, 6270, 12414, 34218, 6275, 12420, 34219, 134, 34220, 8333, 6290, 4246, 6295, 6296, 34223, 2203, 34224, 6307, 165, 34226, 4270, 177, 178, 12467, 4278, 10423, 186, 8381, 4287, 8385, 2248, 201, 2249, 8392, 12490, 12493, 206, 4303, 208, 209, 210, 8401, 4308, 2260, 4309, 2263, 6357, 10456, 6361, 10459, 2268, 223, 6368, 2274, 6370, 229, 6374, 6373, 8425, 236, 6382, 2287, 6384, 6385, 242, 34241, 2295, 4344, 2298, 250, 2300, 10492, 10491, 2309, 8454, 10503, 10506, 2315, 10508, 2317, 10512, 4376, 2329, 6424, 12571, 12572, 2334, 4384, 8480, 2339, 12580, 4389, 6439, 296, 10535, 4395, 2348, 4397, 6444, 303, 4400, 8496, 6453, 2358, 314, 2366, 10560, 12608, 322, 2371, 2372, 326, 2375, 4425, 12621, 2382, 6478, 337, 4435, 4436, 341, 8533, 6497, 2407, 8552, 12647, 361, 363, 12652, 6512, 6513, 4466, 10611, 372, 373, 375, 2423, 2426, 380, 2429, 10626, 8581, 390, 4486, 10629, 12680, 395, 10636, 397, 10639, 8592, 2449, 4497, 2453, 406, 10647, 8603, 12702, 418, 420, 8612, 4516, 4519, 2474, 426, 4525, 6575, 432, 2481, 10679, 2490, 10683, 444, 2493, 12733, 449, 10691, 452, 2504, 457, 2507, 6605, 10702, 12749, 4562, 8658, 2517, 469, 4567, 472, 4568, 2522, 2520, 4570, 8671, 12769, 482, 4579, 8673, 6630, 489, 4585, 492, 2543, 8688, 497, 2547, 502, 503, 8694, 505, 12790, 6651, 514, 2567, 8713, 6669, 4622, 8720, 8722, 8729, 6682, 8732, 8733, 4642, 2596, 8742, 6697, 554, 4650, 8748, 4653, 12843, 2601, 10800, 10802, 6707, 568, 6713, 8763, 2621, 6721, 2625, 577, 6727, 586, 6733, 10831, 594, 2643, 4691, 4694, 2647, 1340, 601, 602, 2651, 3376, 609, 10852, 6757, 10861, 2674, 4723, 2676, 626, 6779, 2687, 641, 2689, 12936, 6793, 652, 4752, 12947, 6809, 667, 2716, 668, 670, 4769, 2726, 2730, 6827, 687, 4784, 6833, 6836, 695, 2744, 10938, 2747, 4796, 6845, 3395, 699, 6848, 4801, 706, 2756, 709, 12997, 6856, 4812, 4813, 2768, 4817, 4816, 6867, 728, 6873, 6874, 729, 733, 6878, 2783, 7473, 13021, 4834, 1367, 2788, 740, 742, 13029, 8936, 4842, 6892, 2797, 4845, 4844, 7476, 8946, 754, 2804, 10997, 6901, 10996, 10994, 2810, 2815, 5444, 769, 4865, 772, 773, 776, 8974, 6926, 786, 8979, 13074, 2840, 6937, 4890, 795, 13084, 797, 4895, 9521, 2850, 11044, 7487, 2854, 6950, 9004, 812, 2861, 822, 6966, 9017, 4924, 9527, 830, 4927, 6976, 13121, 832, 9031, 9033, 844, 2895, 4943, 4946, 11090, 6996, 11567, 9047, 855, 7002, 858, 11102, 863, 4959, 7009, 2912, 4962, 9060, 2916, 866, 2920, 13165, 7022, 2927, 11120, 882, 883, 4980, 13171, 7027, 7028, 4985, 7034, 7033, 4992, 12491, 4997, 11149, 9101, 9103, 913, 11155, 9108, 917, 918, 9109, 2969, 5018, 7066, 2978, 7076, 2983, 13619, 13227, 5036, 7514, 9134, 7086, 950, 11192, 7100, 958, 7105, 5058, 967, 13258, 3019, 973, 3025, 11223, 5079, 11225, 3035, 988, 9181, 7134, 991, 11232, 3041, 993, 995, 7140, 3045, 13285, 999, 5098, 13291, 1004, 5100, 7151, 11248, 5108, 1014, 9207, 5114, 1019, 7162, 11262, 7172, 33796, 3078, 5126, 13320, 5129, 3088, 3089, 5138, 9239, 13338, 5151, 3104, 1057, 13346, 11296, 9252, 5157, 1066, 33837, 11311, 1072, 33841, 34234, 13364, 1080, 11320, 3133, 33859, 1101, 3152, 5202, 5512, 9304, 5208, 1115, 9309, 33885, 1121, 11362, 7268, 3172, 5221, 9319, 3177, 5230, 3183, 13425, 1138, 1139, 9331, 11380, 3192, 9339, 9340, 5243, 33921, 3202, 7299, 5257, 3211, 3212, 1164, 3214, 13455, 7311, 5265, 1170, 1171, 7317, 11413, 9365, 11416, 13463, 7324, 1181, 3231, 3232, 33954, 1187, 1188, 33958, 1195, 3246, 3247, 9397, 1205, 9401, 3259, 1212, 5311, 11456, 11461, 7367, 11464, 13515, 1228, 13516, 5326, 7375, 11472, 7379, 7380, 5336, 7384, 9435, 9437, 34016, 1252, 3300, 5351, 9448, 7401, 5354, 3304, 5357, 13552, 5361, 3314, 34035, 13555, 34033, 9464, 1273, 1283, 11523, 9476, 11526, 7431, 13573, 9483, 34060, 9488, 1298, 7446, 9497, 34074, 1307, 34076, 1311, 3360, 11555, 1315, 11556, 7462, 1322, 34092, 34093, 34094, 34095, 34096, 34097, 3378, 34098, 3380, 13620, 1333, 13614, 34099, 5433, 34100, 3379, 7484, 34101, 34102, 34103, 34104, 1345, 7489, 34106, 34107, 34108, 3398, 11591, 3400, 7497, 34113, 34114, 34115, 34116, 5445, 34118, 34119, 34120, 34121, 34122, 5460, 34124, 7510, 34126, 34127, 5465, 9562, 3419, 34131, 1373, 34133, 34134, 34135, 1377, 34137, 34138, 11620, 3428, 9574, 11623, 7528, 11625, 3434, 9577, 34147, 34148, 7534, 34150, 9584, 34152, 34153, 1395, 34155, 34156, 34157, 34158, 34159, 34160, 5498, 34162, 34163, 34164, 34165, 1407, 7552, 34168, 5506, 9602, 9604, 34172, 7558, 34174, 34175, 34176, 34177, 11659, 3468, 34180, 13710, 34182, 34183, 34184, 3474, 34186, 3476, 7572, 3478, 34190, 34191, 7577, 34193, 11675, 34195, 34196, 34197, 34198, 34199, 5537, 34201, 34202, 9636, 7588, 3494, 3495, 5544, 13736, 7592, 9643, 7596, 3501, 34213, 34214, 34215, 34216, 34217, 7603, 9652, 3509, 34221, 34222, 3512, 5560, 34225, 3515, 34227, 34228, 34229, 34230, 34231, 34232, 34233, 3523, 34235, 34236, 34237, 34238, 34239, 34240, 5578, 34242, 5580, 7630, 9680, 21969, 13779, 21975, 1497, 7641, 9689, 7644, 1505, 3556, 3559, 7662, 13807, 3568, 11761, 11758, 9714, 22004, 1525, 1526, 3574, 5624, 5625, 7672, 22013, 1533, 5631, 1536, 22021, 7689, 9739, 7692, 9741, 9742, 1551, 1552, 7694, 13842, 5652, 1558, 1559, 11800, 3609, 3610, 1567, 7713, 7717, 1573, 3624, 9770, 22058, 1580, 3631, 22063, 3639, 1591, 9784, 1595, 5692, 3645, 22075, 7744, 5699, 34105, 11849, 3657, 1610, 5706, 7754, 5708, 22089, 1617, 3666, 13905, 3670, 5720, 1624, 1625, 34109, 11867, 7769, 7776, 34110, 13922, 5731, 3684, 34111, 11878, 1641, 34112, 9840, 13937, 1650, 13939, 5746, 3702, 9849, 1659, 5758, 3712, 5760, 7810, 34117, 7817, 1673, 9870, 9871, 13967, 9874, 1687, 1693, 5791, 3745, 5794, 34123, 1700, 5797, 11938, 13988, 7848, 13993, 34125, 3757, 1709, 11951, 7859, 5812, 3765, 34128, 7870, 5823, 11967, 34129, 9918, 11966, 7877, 34130, 3788, 9933, 34132, 1747, 1748, 1749, 11988, 1751, 5848, 3802, 11994, 11997, 3806, 3808, 7906, 3810, 34136, 1766, 7911, 3814, 12008, 9963, 7915, 5869, 9968, 1777, 34139, 3828, 1781, 1782, 34140, 1785, 34141, 7934, 9983, 7937, 3841, 5889, 1796, 34142, 34143, 7943, 7945, 9993, 5899, 34144, 34145, 34146, 1815, 12059, 3868, 1823, 7968, 3875, 34149, 1831, 1832, 12072, 5930, 12077, 12079, 34151, 10031, 10035, 1852, 34154, 10050, 8005, 5958, 12105, 8010, 10058, 10062, 1871, 8017, 3927, 12126, 3935, 12128, 34161, 3934, 8035, 8038, 10086, 5993, 12140, 5998, 6000, 1905, 12145, 1908, 8052, 12148, 34166, 6014, 34167, 12158, 3969, 6017, 3971, 6019, 3966, 34169, 1931, 1932, 8077, 34170, 10129, 34171, 8085, 1942, 8086, 1943, 12182, 3994, 1947, 1948, 34173, 6047, 3999, 12193, 34178, 1980, 34179, 4032, 10178, 1987, 34181, 6088, 1995, 12235, 6095, 6096, 4048, 34185, 6111, 12256, 2017, 34187, 34188, 2029, 4077, 10221, 2032, 4081, 34189, 4084, 6133, 8182, 4087, 2036, 2043, 34192, 10238, 12287]",Methyltestosterone,drug,hereditary breast ovarian cancer syndrome,disease
